From,To,Fare
Palton,Jagannath University,10
Palton,Jatrabari,22
Palton,Kachpur Bridge,37
Palton,Kadamtoli,10
Palton,Kakoli,30
Palton,Kakrail,10
Palton,Kallshi,36
Palton,Kamar Para,56
Palton,Kamarpara,22
Palton,Kamlapur,10
Palton,Kamlapur Station,10
Palton,Kazipara,24
Palton,Khilkhet,22
Palton,Konabari,100
Palton,Kuril Bishwaroad,29
Palton,Malibagh,10
Palton,Matsabhaban,10
Palton,Middle Badda,16
Palton,Mirpur Rupnagar,36
Palton,Mirpur-1,44
Palton,Mirpur-10,27
Palton,Mirpur-11,30
Palton,Mirpur-11 3/2,31
Palton,Mirpur-12,33
Palton,Mirpur-2,43
Palton,Moghbazar,14
Palton,Mohakhali,26
Palton,Motijheel,10
Palton,Mouchak,10
Palton,Mouchak (Flyover),10
Palton,Nabinagar,85
Palton,Nandan Park,118
Palton,Narayanganj Link Road,18
Palton,Nilkhet,14
Palton,Notre Dame College,10
Palton,Notun Bazar,35
Palton,Pallabi (Ceramic),33
Palton,Pirojgaji Majar,10
Palton,Press Club,10
Palton,Purabi,26
Palton,Rajendrapur Bazar,22
Palton,Rajmoni,10
Palton,Rampura,10
Palton,Sadarghat,10
Palton,Sainboard,48
Palton,Satorasta,10
Palton,Savar,80
Palton,Sayedabad,19
Palton,Science Lab,11
Palton,Shahbag,10
Palton,Shahbagh,10
Palton,Shapla Chattar,10
Palton,Shewra,12
Palton,Shewra Para,22
Palton,Shonir Akhra,26
Palton,Shyamoli,32
Palton,Sifipur,114
Palton,Stadium,10
Palton,TV Centre,11
Palton,Tikatuli,13
Palton,Tingi,62
Palton,Zippo,10
Paturia,Azimpur (Dakeswari),213
Paturia,Baniajuri,62
Paturia,Barangail,45
Paturia,Gabtoli,182
Paturia,Hanif Flyover,222
Paturia,Islampur,126
Paturia,Kachpur,256
Paturia,Kalabagan,206
Paturia,Kalampur,106
Paturia,Manikganj,88
Paturia,Nabinagar,134
Paturia,Palashi,218
Paturia,Savar,165
Paturia,Shyamoli,198
Paturia,Uthulli,30
Paturiya,Asadgate,206
Paturiya,Fulbaria,226
Paturiya,Gabtoli,196
Paturiya,High Court,224
Paturiya,Kalabagan,206
Paturiya,Manikganj,67
Paturiya,Muktivaban,223
Paturiya,Science Lab,218
Paturiya,Shahbagh,220
Paturiya,Technical,196
Pirojgaji Majar,Bangla Motor,20
Pirojgaji Majar,Bangladesh Bank,10
Pirojgaji Majar,Farmgate,24
Pirojgaji Majar,Gulshan-1,36
Pirojgaji Majar,Gulshan-2,39
Pirojgaji Majar,Kakrail,12
Pirojgaji Majar,Kamlapur Station,10
Pirojgaji Majar,Malibagh,14
Pirojgaji Majar,Moghbazar,16
Pirojgaji Majar,Mohakhali,31
Pirojgaji Majar,Notun Bazar,46
Pirojgaji Majar,Palton,10
Pirojgaji Majar,Stadium,10
Postogola,Airport,65
Postogola,Asadgate,29
Postogola,Azimpur,10
Postogola,Badda,30
Postogola,Bangladesh Bank,10
Postogola,Bosila,33
Postogola,Bosila Sinengi Stand,29
Postogola,Chankharpul,10
Postogola,Dayabari Chowrasta,69
Postogola,Dayaganj Road,10
Postogola,Fakirapool,12
Postogola,Gausia/Chidanichak,10
Postogola,Ghatachar,39
Postogola,Gwashpur,35
Postogola,Jatrabari,10
Postogola,Jurain,10
Postogola,Kakrail,15
Postogola,Kalabagan,14
Postogola,Khilgaon Flyover,10
Postogola,Kuril Flyover,46
Postogola,Maskat Plaza,65
Postogola,Mohammadpur (Bosila Road),26
Postogola,Mohammadpur (Japan Garden City),40
Postogola,Mohammadpur Bus Stand,22
Postogola,Narayanganj,30
Postogola,Notun Bazar,39
Postogola,Pagla Bazar,10
Postogola,Rampura,29
Postogola,Sayedabad,10
Postogola,Science Lab,25
Postogola,Shahbag,22
Postogola,Shyamoli,33
Postogola,Sobhanbag,16
Postogola,Titipadar,10
Postogola,Town Hall,19
Postogola Bridge,Agargaon,31
Postogola Bridge,Banglamotor,25
Postogola Bridge,Chiriyakhana,48
Postogola Bridge,Farmgate,27
Postogola Bridge,Ikuria,10
Postogola Bridge,Jatrabari,10
Postogola Bridge,Kamlapur,17
Postogola Bridge,Kazipara,35
Postogola Bridge,Mirpur-10,43
Postogola Bridge,Mirpur-2,44
Postogola Bridge,Moghbazar,22
Postogola Bridge,Motijheel,13
Postogola Bridge,Mouchak,20
Postogola Bridge,Sayedabad,10
Postogola Bridge,Shewra Para,35
Pragati Soroni,Abdullahpur,41
Pragati Soroni,Airport,17
Pragati Soroni,Board Bazar,60
Pragati Soroni,Dheleshur,39
Pragati Soroni,Jatrabari,26
Pragati Soroni,Kachpur Bridge,55
Pragati Soroni,Malibagh,15
Pragati Soroni,Motijheel,22
Pragati Soroni,Tongi (Bostuhara),42
Press Club,Abdullahpur,44
Press Club,Airport,28
Press Club,Ansarcamp,25
Press Club,Asadgate,20
Press Club,Azimpur,37
Press Club,Babu Bazar Bridge,10
Press Club,Baipail,59
Press Club,Baluhat,26
Press Club,Bangladesh Bank,10
Press Club,Banglamotor,12
Press Club,Bekali Hotel,29
Press Club,Bijoy Smroni,13
Press Club,Bishwaroad,22
Press Club,Bisila,26
Press Club,Chidriyakhana,32
Press Club,Chiriyakhana,31
Press Club,Chun Kutia,10
Press Club,College Gate,17
Press Club,Darussalam,22
Press Club,Dhamrai,78
Press Club,Dhanmondi,13
Press Club,Epijed,83
Press Club,Farmgate,16
Press Club,Fulbaria,10
Press Club,Gabtoli,40
Press Club,Ghatachar,28
Press Club,Gulistan,10
Press Club,Gulistan Moor,10
Press Club,Hanif Flyover,10
Press Club,Hemayetpur,62
Press Club,Ittifaq,10
Press Club,Jatrabari,44
Press Club,Jigatola,11
Press Club,Kachpur,22
Press Club,Kakoli,21
Press Club,Kalabagan,10
Press Club,Kalyanpur,20
Press Club,Kamarpara,45
Press Club,Kamlapur,84
Press Club,Kataban,10
Press Club,Kawranbazar,10
Press Club,Kazipara,23
Press Club,Keraniganj (New Jail),48
Press Club,Keraniganj (Notun Jela Khana),20
Press Club,Madanganj,75
Press Club,Madanpur,29
Press Club,Matsabhaban,10
Press Club,Mirpur-1,29
Press Club,Mirpur-10,29
Press Club,Mirpur-11,29
Press Club,Mirpur-11 3/2,31
Press Club,Mirpur-12,31
Press Club,Mohakhali,18
Press Club,Mohammadpur,22
Press Club,Motijheel,14
Press Club,Nabinagar,83
Press Club,Nandan Park,116
Press Club,Nilkhet,22
Press Club,Pallabi (Mirpur-12),32
Press Club,Palton,10
Press Club,Rai Saheb Bazar,14
Press Club,Rayerbag,14
Press Club,Sainboard,50
Press Club,Savar,79
Press Club,Sayedabad,22
Press Club,Science Lab,10
Press Club,Shahbag,10
Press Club,Shahbagh,10
Press Club,Shankor,19
Press Club,Shewra Para,20
Press Club,Shonir Akhra,29
Press Club,Shyamoli,26
Press Club,Sonargaon,79
Press Club,Stadium,10
Press Club,Staffroad,22
Press Club,Sukrabad,13
Press Club,TITI,10
Press Club,Tati Bazar,10
Press Club,Technical,26
Press Club,Tikatuli,16
Press Club,UBL,10
Press Club,Victoria Park,32
Press Club,Zippo,11
Priyangon Gate,Baipail,92
Priyangon Gate,Chandra,104
Priyangon Gate,Dhaor,31
Priyangon Gate,Eastern Housing,10
Priyangon Gate,Epijed,65
Priyangon Gate,Fantasy,69
Priyangon Gate,Jirab,40
Priyangon Gate,Jirani,97
Priyangon Gate,Mirpur-1,10
Priyangon Gate,Mirpur-10,10
Priyangon Gate,Mirpur-14,10
Priyangon Gate,Nandan Park,75
Proshika,Ansarcamp,10
Proshika,Asadgate,19
Proshika,Buet,32
Proshika,Duaripara,10
Proshika,Gulistan,40
Proshika,Mirpur Thana,10
Proshika,Mirpur-1,10
Proshika,Science Lab,24
Proshika,Technical,10
Proshika Moor,Abdullahpur,38
Proshika Moor,Airport,29
Proshika Moor,Dhour,60
Proshika Moor,Gabtoli,11
Proshika Moor,Kallshi,11
Proshika Moor,Kamarpara,43
Proshika Moor,Mirpur-1,10
Proshika Moor,Nabinagar,63
Proshika Moor,Original-10,10
Proshika Moor,Savar,46
Proshika Moor,Shaoda Bazar,18
Proshika Moor,Zillur Rahman Flyover,20
Purabi,Abdullahpur,36
Purabi,Airport,22
Purabi,Asad Avenue,22
Purabi,Badda,20
Purabi,Badda Link Road/Middle Badda,26
Purabi,Bochila,28
Purabi,Bosila,26
Purabi,Chidriyakhana,12
Purabi,Chiriyakhana,12
Purabi,Cine Cinema Hall,10
Purabi,Dayabari,44
Purabi,Dhour,58
Purabi,Fakirapool,40
Purabi,Gabtoli Bridge Para,17
Purabi,Gulshan-1,22
Purabi,ISBI Chattar,10
Purabi,Jasimuddin,28
Purabi,Jatrabari,61
Purabi,Kakoli,19
Purabi,Kakrail,36
Purabi,Kallshi,10
Purabi,Kallshi Moor,10
Purabi,Kalyanpur,19
Purabi,Kamarpara,46
Purabi,Kamlapur (Pirojganj Mazar),46
Purabi,Kuril Flyover,11
Purabi,Malibagh,32
Purabi,Malibagh Chowdhuri Para,36
Purabi,Malibagh Chowdhury Para,36
Purabi,Meradiya Bazar,42
Purabi,Mirpur-1,22
Purabi,Mirpur-10,10
Purabi,Mirpur-11,10
Purabi,Mirpur-12,10
Purabi,Mirpur-2,20
Purabi,Moghbazar,29
Purabi,Moh. Zillur Rahman Flyover,17
Purabi,Mohakhali,26
Purabi,Mohakhali Amtoli,16
Purabi,Motijheel,26
Purabi,Mugda,38
Purabi,Narayanganj Link Road,46
Purabi,Notun Bazar,17
Purabi,Original Dash,10
Purabi,Palton,26
Purabi,Rampura,25
Purabi,Satorasta,28
Purabi,Sayedabad,39
Purabi,Shewra Bazar,14
Purabi,Shonir Akhra,37
Purabi,Shyalbari,10
Purabi,Shyamoli,19
Purabi,Technical,16
Purabi,Uttara,17
Rai Saheb Bazar,Bekali Hotel,47
Rai Saheb Bazar,Farmgate,17
Rai Saheb Bazar,Kazipara,33
Rai Saheb Bazar,Mirpur-10,33
Rai Saheb Bazar,Mirpur-11,44
Rai Saheb Bazar,Mirpur-11 3/2,46
Rai Saheb Bazar,Pallabi (Mirpur-12),46
Rai Saheb Bazar,Press Club,14
Rai Saheb Bazar,TITI,10
Rai Saheb Bazar,Victoria Park,29
Rajabari,Airport,29
Rajabari,Banani,38
Rajabari,Fulbaria,51
Rajabari,Gazipur Chowrasta,22
Rajabari,Kapasia,12
Rajabari,Moghbazar,47
Rajabari,Mohakhali,43
Rajabari,Nabisco,46
Rajabari,Rajendrapur,10
Rajabari,Rajendrapur Bazar,10
Rajabari,Tongi,26
Rajarbag,Asadgate,10
Rajarbag,Banglamotor,10
Rajarbag,Farmgate,10
Rajarbag,Gabtoli,10
Rajarbag,Jatrabari,10
Rajarbag,Kalyanpur,10
Rajarbag,Khilgaon Flyover,10
Rajarbag,Moghbazar,10
Rajarbag,Mugda,10
Rajarbag,Nabinagar,71
Rajarbag,Sainboard,26
Rajarbag,Savar,10
Rajarbag,Sayedabad,10
Rajendrapur,Airport,16
Rajendrapur,Banani,22
Rajendrapur,Fulbaria,41
Rajendrapur,Gazipur Chowrasta,10
Rajendrapur,Kapasia,30
Rajendrapur,Moghbazar,38
Rajendrapur,Mohakhali,29
Rajendrapur,Nabisco,34
Rajendrapur,Rajabari,10
Rajendrapur,Rajendrapur Bazar,10
Rajendrapur,Tongi,13
Rajendrapur Bazar,Abdullahpur (Jilkhana),10
Rajendrapur Bazar,Airport,53
Rajendrapur Bazar,Babu Bazar,20
Rajendrapur Bazar,Badda,38
Rajendrapur Bazar,Banani,31
Rajendrapur Bazar,Bhawar Viti (South Keraniganj),11
Rajendrapur Bazar,Chunakutia Bazar,10
Rajendrapur Bazar,Diayabari,65
Rajendrapur Bazar,Fulbaria,49
Rajendrapur Bazar,Gazipur Chowrasta,13
Rajendrapur Bazar,Gulistan (Fulbaria),21
Rajendrapur Bazar,Housing Building,53
Rajendrapur Bazar,Kadamtoli,11
Rajendrapur Bazar,Kakrail,25
Rajendrapur Bazar,Kapasia,16
Rajendrapur Bazar,Khilkhet,49
Rajendrapur Bazar,Kuril Bishwaroad,48
Rajendrapur Bazar,Malibagh,29
Rajendrapur Bazar,Moghbazar,46
Rajendrapur Bazar,Mohakhali,38
Rajendrapur Bazar,Mouchak (Flyover),29
Rajendrapur Bazar,Nabisco,43
Rajendrapur Bazar,Notun Bazar,40
Rajendrapur Bazar,Palton,22
Rajendrapur Bazar,Rajabari,10
Rajendrapur Bazar,Rajendrapur,10
Rajendrapur Bazar,Rampura,33
Rajendrapur Bazar,Tongi,19
Rajendrapur Chowrasta,Airport,16
Rajendrapur Chowrasta,Bagher Bazar,10
Rajendrapur Chowrasta,Banani,22
Rajendrapur Chowrasta,Barmi,28
Rajendrapur Chowrasta,Fulbaria,41
Rajendrapur Chowrasta,Gazipur Chowrasta,10
Rajendrapur Chowrasta,Hotapara,10
Rajendrapur Chowrasta,Maona Chowrasta,10
Rajendrapur Chowrasta,Moghbazar,38
Rajendrapur Chowrasta,Mohakhali,29
Rajendrapur Chowrasta,Nabisco,34
Rajendrapur Chowrasta,Sreepur,14
Rajendrapur Chowrasta,Tongi,13
Rajlakhi,Asadgate,40
Rajlakhi,Bashundra,13
Rajlakhi,Farmgate,33
Rajlakhi,Gulshan-1,22
Rajlakhi,Housing Building,10
Rajlakhi,Khilkhet,10
Rajlakhi,Kuril Bishwaroad,10
Rajlakhi,Middle Badda,18
Rajlakhi,Mohakhali,28
Rajlakhi,Mohammadpur,46
Rajlakhi,Narsha,11
Rajlakhi,New Airport,10
Rajlakhi,Notun Bazar,17
Rajlakhi,Titumi'r College,22
Rajlakhi,Town Hall,42
Rajmoni,Abdullahpur,44
Rajmoni,Abul Hotel,10
Rajmoni,Airport,32
Rajmoni,Azimpur,40
Rajmoni,Babu Bazar Bridge,12
Rajmoni,Dhaor Bridge,62
Rajmoni,Fulbaria,10
Rajmoni,Kuril Bishwaroad,25
Rajmoni,Malibagh,10
Rajmoni,Middle Badda,13
Rajmoni,Mouchak,10
Rajmoni,Notun Bazar,18
Rajmoni,Palton,10
Rajmoni,TV Centre,10
Ramer Kanda,Agla Bazar,34
Ramer Kanda,Bagmara,50
Ramer Kanda,Bajonpar,42
Ramer Kanda,Bakhyakhali,84
Ramer Kanda,Baupra,61
Ramer Kanda,Fulbaria,31
Ramer Kanda,Jinjira,25
Ramer Kanda,Kharattar,27
Ramer Kanda,Khasia Khali Beribadh,96
Ramer Kanda,Kopakhola Bazar,15
Ramer Kanda,Mashir Kanda,53
Ramer Kanda,Nayabazar,29
Ramer Kanda,Nobabganj,51
Ramer Kanda,Saydpur,10
Ramer Kanda,Suroganj,47
Ramer Kanda,Tikarpur,32
Rampura,Abdullahpur,25
Rampura,Abdullahpur (Jilkhana),35
Rampura,Agargaon,26
Rampura,Airport,30
Rampura,Asad Gate,22
Rampura,Asholia (Fantasy Kingdom),48
Rampura,Babu Bazar,14
Rampura,Badda,10
Rampura,Baipail,56
Rampura,Bangabandhu Avenue,10
Rampura,Banglamotor,15
Rampura,Basabo,12
Rampura,Bhawar Viti (South Keraniganj),43
Rampura,Bochila,36
Rampura,Bonshree,10
Rampura,Bonshri,10
Rampura,Chidriyakhana,40
Rampura,Chiriyakhana,40
Rampura,Chunakutia Bazar,22
Rampura,Cine Cinema Hall,38
Rampura,Dayabari Chowrasta,49
Rampura,Demra Staff Quarter,26
Rampura,Dhaor,47
Rampura,Diayabari,31
Rampura,Farmgate,16
Rampura,Gabtoli,60
Rampura,Gulistan (Fulbaria),10
Rampura,Hemayetpur,70
Rampura,Housing Building,16
Rampura,ISBI Chattar,28
Rampura,Jatrabari,36
Rampura,Jirab,36
Rampura,Kadamtoli,19
Rampura,Kakrail,10
Rampura,Kallshi,24
Rampura,Kalshi Moor,36
Rampura,Kamarpara,26
Rampura,Khilgaon Flyover,10
Rampura,Khilkhet,16
Rampura,Kuril Bishwa Road,19
Rampura,Kuril Bishwaroad,16
Rampura,Kuril Flyover,20
Rampura,Malibagh,10
Rampura,Malibagh Chowdhuri Para,10
Rampura,Malibagh Chowdhury Para,10
Rampura,Maniknagar,15
Rampura,Maskat Plaza,39
Rampura,Meradiya Bazar,10
Rampura,Mirpur-1,49
Rampura,Mirpur-10,29
Rampura,Mirpur-11,40
Rampura,Mirpur-2,46
Rampura,Mirpur-6,43
Rampura,Moghbazar,10
Rampura,Moh. Zillur Rahman Flyover,19
Rampura,Mohakhali,19
Rampura,Mohammadpur,26
Rampura,Mohammadpur Shia Mosque,38
Rampura,Mouchak,10
Rampura,Mouchak (Flyover),10
Rampura,Mugda,14
Rampura,Notun Bazar,11
Rampura,Palton,10
Rampura,Postogola,29
Rampura,Purabi,25
Rampura,Rajendrapur Bazar,33
Rampura,Sadarghat Victoria,16
Rampura,Sainboard,33
Rampura,Sayedabad,25
Rampura,Shyamoli Ring Road,33
Rampura,Staff Quarter,22
Rampura,Technical,54
Rampura,Titipadar,12
Rampura (Bonshree),Asad Gate,37
Rampura (Bonshree),Demra Bridge,27
Rampura (Bonshree),Demra Staff Quarter,20
Rampura (Bonshree),Gabtoli,48
Rampura (Bonshree),Kakrail,16
Rampura (Bonshree),Meradiya (New Road),10
Rampura (Bonshree),Mohammadpur,46
Rampura (Bonshree),Mouchak,10
Rampura (Bonshree),Nabinagar,88
Rampura (Bonshree),Savar,56
Rampura (Bonshree),Science Lab,25
Rampura (Bonshree),Shahbagh,22
Rampura Bridge,Abdullahpur,38
Rampura Bridge,Agargaon,18
Rampura Bridge,Airport,35
Rampura Bridge,Amin Bazar,34
Rampura Bridge,Badda,11
Rampura Bridge,Bonshree,10
Rampura Bridge,Bonshree (Meradiya),10
Rampura Bridge,Demra,22
Rampura Bridge,Dhour,49
Rampura Bridge,Epijed,121
Rampura Bridge,Gabtoli,66
Rampura Bridge,Gulshan-1,10
Rampura Bridge,Hemayetpur,80
Rampura Bridge,ISBI Chattar,20
Rampura Bridge,Jamuna Future Park,10
Rampura Bridge,Kachpur,40
Rampura Bridge,Kallshi,47
Rampura Bridge,Kalyanpur,26
Rampura Bridge,Kuril,26
Rampura Bridge,Madanpur,49
Rampura Bridge,Meradiya Bazar,10
Rampura Bridge,Mirpur-1,53
Rampura Bridge,Mirpur-10,52
Rampura Bridge,Mohakhali,11
Rampura Bridge,Nandan Park,140
Rampura Bridge,Savar,106
Rampura Bridge,Shyamoli,24
Rampura Bridge,Staff Quarter,10
Rampura Bridge,Sultana Kamal Bridge,21
Rampura Bridge,Tarabo Bishwa Road,25
Rampura TV Centre,Bangabandhu Avenue,18
Rampura TV Centre,Kakrail,10
Rampura TV Centre,Malibagh,10
Rampura TV Centre,Notun Bazar,10
Rampura TV Centre,Uttara (Raniganj),39
Rampura TV Centre,Victoria Park,20
Rasel Square,Asadgate,10
Rasel Square,Azimpur,10
Rasel Square,Badda Link Road,25
Rasel Square,Gulshan-1,22
Rasel Square,Kalabagan,10
Rasel Square,Kuril Bishwaroad,34
Rasel Square,Mirpur Majar Road,22
Rasel Square,Mirpur-1,19
Rasel Square,Mohakhali,16
Rasel Square,New Market,10
Rasel Square,Nilkhet,10
Rasel Square,Notun Bazar,26
Rasel Square,Palashi,14
Rasel Square,Reinbow,10
Rasel Square,Science Lab,10
Rasel Square,Shyamoli,10
Rasel Square,Sonargaon,10
Rayerbag,Bisila,39
Rayerbag,Dhanmondi,22
Rayerbag,Ghatachar,40
Rayerbag,Gulistan,10
Rayerbag,Hanif Flyover,10
Rayerbag,Jatrabari,10
Rayerbag,Jigatola,22
Rayerbag,Kachpur,10
Rayerbag,Link Road,10
Rayerbag,Madanpur,10
Rayerbag,Mohammadpur,35
Rayerbag,Narayanganj,31
Rayerbag,Press Club,14
Rayerbag,Sayedabad,10
Rayerbag,Science Lab,18
Rayerbag,Shahbag,16
Rayerbag,Shankor,31
Rayerbag,Shonir Akhra,10
Rayerbag,Shyamoli,29
Rayerbag,Sonargaon,79
Reinbow,Badda Link Road,18
Reinbow,Gulshan-1,16
Reinbow,Kalabagan,14
Reinbow,Kuril Bishwaroad,26
Reinbow,Mohakhali,10
Reinbow,New Market,16
Reinbow,Notun Bazar,19
Reinbow,Palashi,20
Reinbow,Rasel Square,10
Reinbow,Sonargaon,10
Ruhitpur,Asadgate,49
Ruhitpur,Azimpur,33
Ruhitpur,Babu Bazar Bridge,17
Ruhitpur,Bandura,50
Ruhitpur,Beribadh,63
Ruhitpur,Chankharpul,28
Ruhitpur,Chidriyakhana,60
Ruhitpur,Fulbaria,26
Ruhitpur,Kadamtoli,10
Ruhitpur,Khaiysyakhali Beribadh,55
Ruhitpur,Komarganaj,41
Ruhitpur,Konaakhola,10
Ruhitpur,Mirpur-1,60
Ruhitpur,Naya Bazar,20
Ruhitpur,Science Lab,44
Ruhitpur,Technical,54
Ruhitpur,Tikkarpur,10
Rupshi,Barpa,10
Rupshi,Bhulta (Gauchiya),19
Rupshi,Demra,10
Rupshi,Gulistan,38
Russell Square,Abdullahpur,46
Russell Square,Airport,37
Russell Square,Asholia,63
Russell Square,Azimpur,10
Russell Square,Banani,17
Russell Square,Kalabagan,10
Russell Square,Kurmitola General Hospital,24
Russell Square,Manik Mia Avenue,10
Russell Square,Nandan Park,115
Russell Square,Nilkhet,10
Russell Square,Udvash Crossing,10
Sadarghat,Asadgate,24
Sadarghat,Epijed,102
Sadarghat,Gabtoli,39
Sadarghat,Gulistan,10
Sadarghat,Nabinagar,81
Sadarghat,Palton,10
Sadarghat,Savar,70
Sadarghat,Science Lab,19
Sadarghat,Shahbagh,14
Sadarghat Victoria,Abdullahpur,42
Sadarghat Victoria,Airport,36
Sadarghat Victoria,Asholia (Fantasy Kingdom),69
Sadarghat Victoria,Baipail,79
Sadarghat Victoria,Bangabandhu Avenue,10
Sadarghat Victoria,Dhaor,56
Sadarghat Victoria,Jirab,64
Sadarghat Victoria,Kakrail,10
Sadarghat Victoria,Kuril Bishwaroad,28
Sadarghat Victoria,Malibagh,12
Sadarghat Victoria,Mouchak,12
Sadarghat Victoria,Rampura,16
Sainboard,Abdullahpur,58
Sainboard,Airport,56
Sainboard,Asadgate,68
Sainboard,Azimpur,42
Sainboard,Badda,39
Sainboard,Banani,34
Sainboard,Banglamotor,62
Sainboard,Basabo,23
Sainboard,Bijoy Nagar,21
Sainboard,Bochila,43
Sainboard,Bokshi Bazar,35
Sainboard,Chankharpul,29
Sainboard,Chashada Buss Stand,14
Sainboard,Chidriyakhana,60
Sainboard,Dhaor,75
Sainboard,Epijed,120
Sainboard,Fantasy Kingdom,113
Sainboard,Farmgate,66
Sainboard,Gabtoli,88
Sainboard,Gulistan,42
Sainboard,Gulistan (Hanif Flyover),17
Sainboard,Hemayetpur,88
Sainboard,House Building,44
Sainboard,Jatrabari,19
Sainboard,Jirani Bazar,139
Sainboard,Kachpur Bridge,22
Sainboard,Kakrail,25
Sainboard,Kalabagan,40
Sainboard,Kallshi,65
Sainboard,Kalyanpur,45
Sainboard,Kamarpara,60
Sainboard,Kamlapur,27
Sainboard,Kazipara,93
Sainboard,Khilgaon Flyover,23
Sainboard,Khilkhet,53
Sainboard,Kuril Bishwaroad,52
Sainboard,Malibagh,29
Sainboard,Manik Mia,31
Sainboard,Maniknagar,18
Sainboard,Matsabhaban,37
Sainboard,Mayor Mohd Hanif Flyover,16
Sainboard,Mirpur-1,56
Sainboard,Mirpur-10,99
Sainboard,Mirpur-11,48
Sainboard,Mirpur-12,66
Sainboard,Moghbazar,30
Sainboard,Mohakhali,32
Sainboard,Mohammadpur Town Hall,43
Sainboard,Motijheel,42
Sainboard,Motijheel (Shapla Chattar),30
Sainboard,Mouchak,28
Sainboard,Mugda,20
Sainboard,Nabinagar,111
Sainboard,Nandan Park,144
Sainboard,Narayanganj,28
Sainboard,Narayanganj Charahata,22
Sainboard,New Market,46
Sainboard,Nilkhet,42
Sainboard,Notun Bazar,43
Sainboard,Palton,48
Sainboard,Press Club,50
Sainboard,Rajarbag,26
Sainboard,Rampura,33
Sainboard,Satorasta,30
Sainboard,Savar,88
Sainboard,Sayedabad,29
Sainboard,Science Lab,36
Sainboard,Shahbag,54
Sainboard,Shahbagh,54
Sainboard,Shewra,40
Sainboard,Shewra Para,84
Sainboard,Shia Mosque,41
Sainboard,Shonir Akhra,15
Sainboard,Shukkrabad,30
Sainboard,Shyamoli,78
Sainboard,Technical,52
Sainboard,Tikatuli,36
Sainboard,Titipadar,20
Sainboard,Zippo,44
Satorasta,Abdullahpur,10
Satorasta,Airport,29
Satorasta,Banani,10
Satorasta,Bijoy Nagar,10
Satorasta,Board Bazar,56
Satorasta,Cherag Ali,44
Satorasta,Chowrasta,67
Satorasta,Fakirapool,10
Satorasta,Fantasy Kingdom,80
Satorasta,Gazipur,80
Satorasta,Gulistan (Hanif Flyover),10
Satorasta,House Building,10
Satorasta,Jatrabari,10
Satorasta,Kakoli,10
Satorasta,Kakrail,10
Satorasta,Kallshi Moor,18
Satorasta,Kamarpara,10
Satorasta,Kamlapur (Pirojganj Mazar),14
Satorasta,Malibagh,10
Satorasta,Moghbazar,10
Satorasta,Moh. Zillur Rahman Flyover,10
Satorasta,Mohakhali,10
Satorasta,Mouchak,10
Satorasta,Nilkhet,10
Satorasta,Original Dash,28
Satorasta,Palton,10
Satorasta,Purabi,28
Satorasta,Sainboard,30
Satorasta,Sayedabad,20
Satorasta,Shewra,10
Satorasta,Shyalbari,36
Satorasta,Tongi Bazar,39
Savar,Abdullahpur,78
Savar,Agargaon,52
Savar,Airport,70
Savar,Amin Bazar,29
Savar,Amuliya Staff Quarter,105
Savar,Asad Gate,30
Savar,Asadgate,82
Savar,Azimpur,88
Savar,Azimpur (Dakeswari),35
Savar,Babu Bazar Bridge,79
Savar,Banglamotor,66
Savar,Baniajuri,112
Savar,Barangail,120
Savar,Basabo,62
Savar,Bezgaon Choirasta,131
Savar,Bokshi Bazar,90
Savar,Bonshree,118
Savar,Bonshree (Meradiya),65
Savar,Chankharpul,90
Savar,College Gate,42
Savar,Demra,128
Savar,Demra Bridge,96
Savar,Demra Staff Quarter,80
Savar,Dhamrai,26
Savar,Dhour,99
Savar,Epijed,32
Savar,Farmgate,60
Savar,Gabtoli,35
Savar,Golapshah Majar,78
Savar,Gulistan,68
Savar,Gulshan-1,90
Savar,Hanif Flyover,48
Savar,Hemayetpur,20
Savar,ISBI Chattar,88
Savar,Islampur,35
Savar,Jamuna Future Park,96
Savar,Janpath,82
Savar,Jatrabari,100
Savar,Jirani Bazar,28
Savar,Kachpur,122
Savar,Kakrail,56
Savar,Kalabagan,30
Savar,Kalampur,68
Savar,Kallshi,75
Savar,Kalyanpur,38
Savar,Kamarpara,88
Savar,Kamlapur,40
Savar,Khilgaon Flyover,13
Savar,Kuril,92
Savar,Madanpur,128
Savar,Malibagh,63
Savar,Manikganj,86
Savar,Maoyghat,178
Savar,Matsabhaban,56
Savar,Meradiya (New Road),66
Savar,Meradiya Bazar,122
Savar,Mirpur-1,62
Savar,Mirpur-10,65
Savar,Mirpur-14,65
Savar,Mirpur-2,80
Savar,Moghbazar,63
Savar,Mohakhali,64
Savar,Mohammadpur,21
Savar,Motijheel,85
Savar,Mouchak,63
Savar,Mugda,17
Savar,Nabinagar,22
Savar,Nandan Park,56
Savar,Narayanganj Charahata,92
Savar,Narayanganj Link Road,110
Savar,New Market,88
Savar,Notun Bazar,66
Savar,Original-10,46
Savar,Palashi,40
Savar,Palton,80
Savar,Paturia,165
Savar,Press Club,79
Savar,Proshika Moor,46
Savar,Rajarbag,10
Savar,Rampura (Bonshree),56
Savar,Rampura Bridge,106
Savar,Sadarghat,70
Savar,Sainboard,88
Savar,Sayedabad,93
Savar,Science Lab,62
Savar,Shahbag,77
Savar,Shahbagh,68
Savar,Shaoda Bazar,61
Savar,Shonir Akhra,101
